DATE,ICNSA
7/6/2002,456716
7/13/2002,506718
7/20/2002,394586
7/27/2002,338441
8/3/2002,326356
8/10/2002,332673
8/17/2002,313869
8/24/2002,314852
8/31/2002,310864
9/7/2002,318361
9/14/2002,337577
9/21/2002,317264
9/28/2002,319063
10/5/2002,365613
10/12/2002,385689
10/19/2002,349927
10/26/2002,375591
11/2/2002,397346
11/9/2002,427078
11/16/2002,372829
11/23/2002,436549
11/30/2002,385788
12/7/2002,547430
12/14/2002,486258
12/21/2002,483449
12/28/2002,620929
1/4/2003,620004
1/11/2003,724111
1/18/2003,542563
1/25/2003,434888
2/1/2003,449286
2/8/2003,439520
2/15/2003,398291
2/22/2003,387536
3/1/2003,429782
3/8/2003,414568
3/15/2003,389909
3/22/2003,361492
3/29/2003,371692
4/5/2003,394160
4/12/2003,434911
4/19/2003,399180
4/26/2003,401342
5/3/2003,377383
5/10/2003,364287
5/17/2003,362276
5/24/2003,359500
5/31/2003,351890
6/7/2003,421190
6/14/2003,383371
6/21/2003,376560
6/28/2003,394214
7/5/2003,483401
7/12/2003,552621
7/19/2003,429381
7/26/2003,348382
8/2/2003,333770
8/9/2003,348207
8/16/2003,312087
8/23/2003,313058
8/30/2003,319362
9/6/2003,322501
9/13/2003,328414
9/20/2003,301217
9/27/2003,304968
10/4/2003,337880
10/11/2003,368876
10/18/2003,328572
10/25/2003,352117
11/1/2003,345573
11/8/2003,397387
11/15/2003,347719
11/22/2003,397990
11/29/2003,357811
12/6/2003,486202
12/13/2003,412627
12/20/2003,424192
12/27/2003,516493
1/3/2004,552815
1/10/2004,677897
1/17/2004,490763
1/24/2004,382262
1/31/2004,406298
2/7/2004,433234
2/14/2004,341634
2/21/2004,328171
2/28/2004,342140
3/6/2004,339007
3/13/2004,312067
3/20/2004,304462
3/27/2004,296776
4/3/2004,304249
4/10/2004,350739
4/17/2004,334965
4/24/2004,313686
5/1/2004,283236
5/8/2004,292754
5/15/2004,297061
5/22/2004,293974
5/29/2004,304067
6/5/2004,308229
6/12/2004,313930
6/19/2004,322481
6/26/2004,318746
7/3/2004,349920
7/10/2004,444531
7/17/2004,394372
7/24/2004,313225
7/31/2004,282128
8/7/2004,291611
8/14/2004,262936
8/21/2004,274433
8/28/2004,276308
9/4/2004,274930
9/11/2004,250568
9/18/2004,275846
9/25/2004,282729
10/2/2004,279591
10/9/2004,338711
10/16/2004,279846
10/23/2004,317573
10/30/2004,305546
11/6/2004,351404
11/13/2004,311901
11/20/2004,355954
11/27/2004,320690
12/4/2004,473570
12/11/2004,370604
12/18/2004,374749
12/25/2004,446699
1/1/2005,540927
1/8/2005,693776
1/15/2005,467862
1/22/2005,360583
1/29/2005,364704
2/5/2005,347391
2/12/2005,309290
2/19/2005,303814
2/26/2005,290776
3/5/2005,332067
3/12/2005,307061
3/19/2005,290719
3/26/2005,291378
4/2/2005,294994
4/9/2005,339709
4/16/2005,285657
4/23/2005,299891
4/30/2005,290824
5/7/2005,297347
5/14/2005,275524
5/21/2005,276761
5/28/2005,304306
6/4/2005,289914
6/11/2005,315938
6/18/2005,289831
6/25/2005,286681
7/2/2005,327268
7/9/2005,427323
7/16/2005,374665
7/23/2005,295026
7/30/2005,261906
8/6/2005,269746
8/13/2005,257151
8/20/2005,252016
8/27/2005,251642
9/3/2005,271613
9/10/2005,322387
9/17/2005,346204
9/24/2005,292435
10/1/2005,313847
10/8/2005,380093
10/15/2005,303158
10/22/2005,304733
10/29/2005,294376
11/5/2005,340491
11/12/2005,283564
11/19/2005,368859
11/26/2005,290730
12/3/2005,444600
12/10/2005,391961
12/17/2005,359108
12/24/2005,433397
12/31/2005,475889
1/7/2006,555114
1/14/2006,439873
1/21/2006,317926
1/28/2006,318805
2/4/2006,321527
2/11/2006,310078
2/18/2006,269571
2/25/2006,272478
3/4/2006,301867
3/11/2006,294764
3/18/2006,269237
3/25/2006,265370
4/1/2006,253985
4/8/2006,314696
4/15/2006,268472
4/22/2006,291349
4/29/2006,279715
5/6/2006,317239
5/13/2006,288972
5/20/2006,277168
5/27/2006,292714
6/3/2006,260263
6/10/2006,285892
6/17/2006,277441
6/24/2006,287503
7/1/2006,304638
7/8/2006,418363
7/15/2006,377115
7/22/2006,288875
7/29/2006,259974
8/5/2006,275430
8/12/2006,256259
8/19/2006,252357
8/26/2006,251275
9/2/2006,259539
9/9/2006,240231
9/16/2006,267036
9/23/2006,261396
9/30/2006,249288
10/7/2006,307646
10/14/2006,271863
10/21/2006,291372
10/28/2006,301079
11/4/2006,326711
11/11/2006,286151
11/18/2006,367690
11/25/2006,323509
12/2/2006,448898
12/9/2006,384123
12/16/2006,361672
12/23/2006,425357
12/30/2006,499979
1/6/2007,506059
1/13/2007,506709
1/20/2007,367583
1/27/2007,359959
2/3/2007,339018
2/10/2007,363018
2/17/2007,305945
2/24/2007,299000
3/3/2007,320194
3/10/2007,298927
3/17/2007,277187
3/24/2007,273432
3/31/2007,268218
4/7/2007,328266
4/14/2007,317917
4/21/2007,303984
4/28/2007,267672
5/5/2007,274801
5/12/2007,258516
5/19/2007,270446
5/26/2007,273397
6/2/2007,263527
6/9/2007,302368
6/16/2007,290951
6/23/2007,292583
6/30/2007,300348
7/7/2007,417554
7/14/2007,383839
7/21/2007,298366
7/28/2007,257426
8/4/2007,270563
8/11/2007,266420
8/18/2007,257573
8/25/2007,266179
9/1/2007,257454
9/8/2007,245526
9/15/2007,261971
9/22/2007,247643
9/29/2007,255431
10/6/2007,298317
10/13/2007,306519
10/20/2007,307675
10/27/2007,303357
11/3/2007,325831
11/10/2007,351760
11/17/2007,323124
11/24/2007,324047
12/1/2007,462902
12/8/2007,423130
12/15/2007,393042
12/22/2007,456280
12/29/2007,507908
1/5/2008,522700
1/12/2008,547943
1/19/2008,415397
1/26/2008,369498
2/2/2008,380234
2/9/2008,377595
2/16/2008,325886
2/23/2008,330013
3/1/2008,345287
3/8/2008,341364
3/15/2008,335909
3/22/2008,316208
3/29/2008,342189
4/5/2008,357209
4/12/2008,370960
4/19/2008,328334
4/26/2008,337854
5/3/2008,335533
5/10/2008,325479
5/17/2008,319817
5/24/2008,326627
5/31/2008,300989
6/7/2008,373033
6/14/2008,349254
6/21/2008,358158
6/28/2008,368544
7/5/2008,401672
7/12/2008,476071
7/19/2008,403607
7/26/2008,374182
8/2/2008,381887
8/9/2008,372807
8/16/2008,342164
8/23/2008,344255
8/30/2008,360485
9/6/2008,336131
9/13/2008,381720
9/20/2008,397610
9/27/2008,392121
10/4/2008,426786
10/11/2008,454100
10/18/2008,416114
10/25/2008,449429
11/1/2008,466373
11/8/2008,539812
11/15/2008,513047
11/22/2008,609128
11/29/2008,537230
12/6/2008,760481
12/13/2008,629867
12/20/2008,719691
12/27/2008,717000
1/3/2009,731958
1/10/2009,956791
1/17/2009,763987
1/24/2009,620143
1/31/2009,682176
2/7/2009,710152
2/14/2009,619951
2/21/2009,605668
2/28/2009,645827
3/7/2009,652635
3/14/2009,601192
3/21/2009,590067
3/28/2009,599299
4/4/2009,623279
4/11/2009,610522
4/18/2009,596564
4/25/2009,583457
5/2/2009,536648
5/9/2009,570412
5/16/2009,540925
5/23/2009,538311
5/30/2009,500380
6/6/2009,581092
6/13/2009,562449
6/20/2009,572425
6/27/2009,563387
7/4/2009,585963
7/11/2009,677038
7/18/2009,590730
7/25/2009,516351
8/1/2009,470988
8/8/2009,486586
8/15/2009,461780
8/22/2009,460998
8/29/2009,460525
9/5/2009,470079
9/12/2009,414557
9/19/2009,441311
9/26/2009,449620
10/3/2009,456233
10/10/2009,513852
10/17/2009,464985
10/24/2009,499374
10/31/2009,487714
11/7/2009,537230
11/14/2009,479350
11/21/2009,547022
11/28/2009,462090
12/5/2009,673097
12/12/2009,561655
12/19/2009,571378
12/26/2009,561852
1/2/2010,651215
1/9/2010,825891
1/16/2010,659173
1/23/2010,507651
1/30/2010,538617
2/6/2010,512463
2/13/2010,482078
2/20/2010,458160
2/27/2010,474662
3/6/2010,462679
3/13/2010,439061
3/20/2010,413067
3/27/2010,412710
4/3/2010,421130
4/10/2010,514136
4/17/2010,436814
4/24/2010,429196
5/1/2010,399350
5/8/2010,414327
5/15/2010,414572
5/22/2010,410778
5/29/2010,418873
6/5/2010,398864
6/12/2010,448305
6/19/2010,427080
6/26/2010,444712
7/3/2010,470366
7/10/2010,515991
7/17/2010,502065
7/24/2010,413679
7/31/2010,402140
8/7/2010,425471
8/14/2010,405484
8/21/2010,384955
8/28/2010,383135
9/4/2010,381863
9/11/2010,341791
9/18/2010,382341
9/25/2010,372551
10/2/2010,373681
10/9/2010,462667
10/16/2010,394016
10/23/2010,408489
10/30/2010,421097
11/6/2010,452657
11/13/2010,409548
11/20/2010,464817
11/27/2010,412922
12/4/2010,585711
12/11/2010,491776
12/18/2010,495548
12/25/2010,525710
1/1/2011,578904
1/8/2011,773499
1/15/2011,549688
1/22/2011,485950
1/29/2011,464775
2/5/2011,440706
2/12/2011,424400
2/19/2011,380985
2/26/2011,353797
3/5/2011,407299
3/12/2011,371721
3/19/2011,354457
3/26/2011,357457
4/2/2011,353817
4/9/2011,448029
4/16/2011,381834
4/23/2011,387867
4/30/2011,415974
5/7/2011,397737
5/14/2011,361573
5/21/2011,376632
5/28/2011,381497
6/4/2011,366816
6/11/2011,400608
6/18/2011,394286
6/25/2011,406633
7/2/2011,425640
7/9/2011,473963
7/16/2011,470086
7/23/2011,369207
7/30/2011,341103
8/6/2011,354408
8/13/2011,346014
8/20/2011,344870
8/27/2011,336761
9/3/2011,348582
9/10/2011,328868
9/17/2011,353820
9/24/2011,328073
10/1/2011,332394
10/8/2011,405906
10/15/2011,357562
10/22/2011,377156
10/29/2011,369647
11/5/2011,402532
11/12/2011,363016
11/19/2011,440157
11/26/2011,372640
12/3/2011,528793
12/10/2011,435863
12/17/2011,421103
12/24/2011,497689
12/31/2011,540057
1/7/2012,646219
1/14/2012,525422
1/21/2012,416880
1/28/2012,422287
2/4/2012,401365
2/11/2012,365014
2/18/2012,346659
2/25/2012,334242
3/3/2012,368433
3/10/2012,340102
3/17/2012,319498
3/24/2012,323373
3/31/2012,315800
4/7/2012,390064
4/14/2012,370482
4/21/2012,370632
4/28/2012,333476
5/5/2012,341080
5/12/2012,325094
5/19/2012,330427
5/26/2012,346260
6/2/2012,324385
6/9/2012,376610
6/16/2012,364548
6/23/2012,370521
6/30/2012,369826
7/7/2012,442192
7/14/2012,455260
7/21/2012,340780
7/28/2012,312931
8/4/2012,320219
8/11/2012,317680
8/18/2012,311857
8/25/2012,312542
9/1/2012,309537
9/8/2012,299729
9/15/2012,330454
9/22/2012,303685
9/29/2012,301046
10/6/2012,329925
10/13/2012,362730
10/20/2012,345227
10/27/2012,339924
11/3/2012,361823
11/10/2012,478551
11/17/2012,403636
11/24/2012,358865
12/1/2012,500163
12/8/2012,429191
12/15/2012,401431
12/22/2012,457584
12/29/2012,490126
1/5/2013,557424
1/12/2013,558047
1/19/2013,437360
1/26/2013,369567
2/2/2013,388708
2/9/2013,361759
2/16/2013,351087
2/23/2013,310512
3/2/2013,335794
3/9/2013,317661
3/16/2013,301471
3/23/2013,316133
3/30/2013,317494
4/6/2013,356935
4/13/2013,359415
4/20/2013,326264
4/27/2013,301622
5/4/2013,301602
5/11/2013,320253
5/18/2013,303357
5/25/2013,319508
6/1/2013,294608
6/8/2013,332964
6/15/2013,336970
6/22/2013,336901
6/29/2013,335424
7/6/2013,383811
7/13/2013,410974
7/20/2013,340457
7/27/2013,281692
8/3/2013,288861
8/10/2013,282756
8/17/2013,281164
8/24/2013,279803
8/31/2013,269359
9/7/2013,229648
9/14/2013,272946
9/21/2013,255087
9/28/2013,252196
10/5/2013,335937
10/12/2013,360957
10/19/2013,312037
10/26/2013,325326
11/2/2013,331867
11/9/2013,364167
11/16/2013,327053
11/23/2013,369197
11/30/2013,321896
12/7/2013,463413
12/14/2013,414613
12/21/2013,418272
12/28/2013,452664
1/4/2014,488537
1/11/2014,534966
1/18/2014,416116
1/25/2014,357806
2/1/2014,357742
2/8/2014,360338
2/15/2014,322761
2/22/2014,312665
3/1/2014,317832
3/8/2014,302311
3/15/2014,285970
3/22/2014,274072
3/29/2014,294862
4/5/2014,299162
4/12/2014,318793
4/19/2014,299182
4/26/2014,318127
5/3/2014,288748
5/10/2014,270738
5/17/2014,287398
5/24/2014,275412
5/31/2014,264133
6/7/2014,313371
6/14/2014,301195
6/21/2014,305029
6/28/2014,305791
7/5/2014,322753
7/12/2014,370559
7/19/2014,287049
7/26/2014,257625
8/2/2014,247877
8/9/2014,269468
8/16/2014,249463
8/23/2014,249006
8/30/2014,249780
9/6/2014,234755
9/13/2014,242318
9/20/2014,239780
9/27/2014,227571
10/4/2014,257545
10/11/2014,273756
10/18/2014,256166
10/25/2014,271331
11/1/2014,266921
11/8/2014,309338
11/15/2014,286115
11/22/2014,357202
11/29/2014,294389
12/6/2014,389284
12/13/2014,327827
12/20/2014,340827
12/27/2014,389757
1/3/2015,439342
1/10/2015,529685
1/17/2015,383538
1/24/2015,281885
1/31/2015,306643
2/7/2015,324158
2/14/2015,277904
2/21/2015,280639
2/28/2015,315566
3/7/2015,277925
3/14/2015,260242
3/21/2015,248032
3/28/2015,239748
4/4/2015,253533
4/11/2015,308173
4/18/2015,279797
4/25/2015,250780
5/2/2015,236421
5/9/2015,242882
5/16/2015,243612
5/23/2015,253454
5/30/2015,230676
6/6/2015,275619
6/13/2015,258764
6/20/2015,263199
6/27/2015,274646
7/4/2015,303585
7/11/2015,344471
7/18/2015,262949
7/25/2015,230314
8/1/2015,224104
8/8/2015,239326
8/15/2015,229251
8/22/2015,226649
8/29/2015,230079
9/5/2015,232507
9/12/2015,198903
9/19/2015,219342
9/26/2015,215116
10/3/2015,227176
10/10/2015,256522
10/17/2015,232860
10/24/2015,245365
10/31/2015,258440
11/7/2015,291098
11/14/2015,264816
11/21/2015,305424
11/28/2015,262628
12/5/2015,384491
12/12/2015,313276
12/19/2015,319641
12/26/2015,346542
1/2/2016,405368
1/9/2016,502904
1/16/2016,378747
1/23/2016,295936
1/30/2016,311940
2/6/2016,290796
2/13/2016,258380
2/20/2016,248870
2/27/2016,265802
3/5/2016,247628
3/12/2016,236888
3/19/2016,230882
3/26/2016,235716
4/2/2016,245035
4/9/2016,270419
4/16/2016,242400
4/23/2016,245040
4/30/2016,243392
5/7/2016,261899
5/14/2016,244869
5/21/2016,240798
5/28/2016,246740
6/4/2016,232300
6/11/2016,266277
6/18/2016,247968
6/25/2016,263662
7/2/2016,267437
7/9/2016,298673
7/16/2016,268526
7/23/2016,231925
7/30/2016,219202
8/6/2016,231542
8/13/2016,219570
8/20/2016,217011
8/27/2016,215688
9/3/2016,217715
9/10/2016,193291
9/17/2016,205649
9/24/2016,198455
10/1/2016,200456
10/8/2016,238581
10/15/2016,233633
10/22/2016,237314
10/29/2016,245751
11/5/2016,258608
11/12/2016,223770
11/19/2016,287794
11/26/2016,249774
12/3/2016,351580
12/10/2016,305268
12/17/2016,315068
12/24/2016,343213
12/31/2016,350561
1/7/2017,414742
1/14/2017,352799
1/21/2017,284030
1/28/2017,280983
2/4/2017,259713
2/11/2017,245886
2/18/2017,239322
2/25/2017,212829
3/4/2017,243959
3/11/2017,222227
3/18/2017,224693
3/25/2017,228269
4/1/2017,208347
4/8/2017,239823
4/15/2017,225864
4/22/2017,241611
4/29/2017,210955
5/6/2017,215040
5/13/2017,206905
5/20/2017,210544
5/27/2017,232138
6/3/2017,212696
6/10/2017,234652
6/17/2017,228883
6/24/2017,239635
7/1/2017,252886
7/8/2017,284329
7/15/2017,257763
7/22/2017,220455
7/29/2017,198776
8/5/2017,211924
8/12/2017,198280
8/19/2017,195130
8/26/2017,196227
9/2/2017,250627
9/9/2017,211923
9/16/2017,212313
9/23/2017,212987
9/30/2017,204180
10/7/2017,229241
10/14/2017,205592
10/21/2017,216004
10/28/2017,215977
11/4/2017,242111
11/11/2017,236654
11/18/2017,275004
11/25/2017,224851
12/2/2017,326052
12/9/2017,282055
12/16/2017,287479
12/23/2017,325180
12/30/2017,351500
1/6/2018,403930
1/13/2018,354708
1/20/2018,260432
1/27/2018,268197
2/3/2018,243422
2/10/2018,233252
2/17/2018,212609
2/24/2018,196294
3/3/2018,225893
3/10/2018,205185
3/17/2018,198649
3/24/2018,195433
3/31/2018,201057
4/7/2018,231759
4/14/2018,226090
4/21/2018,200139
4/28/2018,186451
5/5/2018,190262
5/12/2018,195214
5/19/2018,207043
5/26/2018,202846
6/2/2018,191523
6/9/2018,217289
6/16/2018,206023
6/23/2018,222766
6/30/2018,231539
7/7/2018,264869
7/14/2018,232238
7/21/2018,201288
7/28/2018,179880
8/4/2018,185174
8/11/2018,180038
8/18/2018,173331
8/25/2018,175745
9/1/2018,173607
9/8/2018,162640
9/15/2018,173624
9/22/2018,172930
9/29/2018,171816
10/6/2018,193936
10/13/2018,190501
10/20/2018,198733
10/27/2018,198530
11/3/2018,214814
11/10/2018,235981
11/17/2018,226576
11/24/2018,218658
12/1/2018,317936
12/8/2018,261525
12/15/2018,255195
12/22/2018,291581
12/29/2018,327388
1/5/2019,350681
1/12/2019,343678
1/19/2019,269369
1/26/2019,250580
2/2/2019,254263
2/9/2019,242762
2/16/2019,210679
2/23/2019,203049
3/2/2019,220540
3/9/2019,209302
3/16/2019,194335
3/23/2019,190023
3/30/2019,183775
4/6/2019,196071
4/13/2019,196364
4/20/2019,211762
4/27/2019,204755
5/4/2019,204033
5/11/2019,188264
5/18/2019,191931
5/25/2019,198194
6/1/2019,189577
6/8/2019,220186
6/15/2019,205921
6/22/2019,225819
6/29/2019,224565
7/6/2019,231995
7/13/2019,243621
7/20/2019,196382
7/27/2019,178897
8/3/2019,179879
8/10/2019,186914
8/17/2019,171386
8/24/2019,176867
8/31/2019,179516
9/7/2019,160342
9/14/2019,173134
9/21/2019,175394
9/28/2019,172968
10/5/2019,188106
10/12/2019,201677
10/19/2019,186748
10/26/2019,198733
11/2/2019,205625
11/9/2019,238996
11/16/2019,227892
11/23/2019,252428
11/30/2019,216827
12/7/2019,317866
12/14/2019,270547
12/21/2019,287243
12/28/2019,312524
1/4/2020,335480
1/11/2020,338550
1/18/2020,282088
1/25/2020,229002
2/1/2020,224664
2/8/2020,219601
2/15/2020,209336
2/22/2020,198832
2/29/2020,216605
3/7/2020,200382
3/14/2020,251416
3/21/2020,2920160
3/28/2020,5823917
